Protein,Gene_x,Protein_Description,chart,b_LnLM1,t12_LnLM1,b_LnLM2,t12_LnLM2,b_CFit,t12_CFit
O75663,TIPRL,TIP41-like protein,1,0.1990044778222925,3.4830732863152636,0.1990044778222925,3.4830732863152636,0.20652841848388212,3.3561830650150446
Q5JTD0,TJAP1,Tight junction-associated protein 1,1,0.30526325549050165,2.2706538310553817,0.3052632554905017,2.270653831055381,0.3608695656031623,1.9207692934742493
Q07157,TJP1,Tight junction protein ZO-1,1,0.21454240571721186,3.2308166688201583,0.21454240571721186,3.2308166688201583,0.26368370475503433,2.6287069244718335
Q9UDY2,TJP2,Tight junction protein ZO-2,1,0.20898108150794784,3.3167939200926373,0.20898108150794784,3.3167939200926373,0.21869370844848487,3.169488438773363
P04183,TK1,"Thymidine kinase, cytosolic",1,0.1444398005308184,4.7988655343791615,0.1444398005308184,4.7988655343791615,0.15368653347732963,4.5101360859453035
O00142,TK2,"Thymidine kinase 2, mitochondrial",1,0.13250280978999612,5.231188543537417,0.13250280978999615,5.231188543537416,0.13382272670902923,5.179592417564883
Q3LXA3,TKFC,Triokinase/FMN cyclase,1,0.057356904114809724,12.084808119568166,0.057356904114809724,12.084808119568166,0.0577840389864601,11.995478210208928
P29401,TKT,Transketolase,1,0.06966976456483186,9.949038652411845,0.06966976456483186,9.949038652411845,0.0715922240287922,9.68187802464668
Q71RH2,TLCD3B,Ceramide synthase,1,0.15991205303774148,4.334552445501734,0.15991205303774148,4.334552445501734,0.15669410855632532,4.42356886896476
Q96MV1,TLCD4,TLC domain-containing protein 4,1,0.10635469861892784,6.517316014814851,0.10635469861892782,6.517316014814852,0.11738045925219961,5.905132634305622
Q04724,TLE1,Transducin-like enhancer protein 1,1,0.30167782688522393,2.297640458752242,0.30167782688522393,2.297640458752242,0.4192196701328151,1.6534223700437192
Q04726,TLE3,Transducin-like enhancer protein 3,1,0.3210370679673316,2.159087687128015,0.3210370679673316,2.159087687128015,0.38631725703871284,1.794243378805325
Q04727,TLE4,Transducin-like enhancer protein 4,1,0.4198668048367257,1.6508739737819724,0.4198668048367257,1.6508739737819724,0.4879076797010234,1.4206523270645937
Q08117,TLE5,TLE family member 5,1,0.3807749419189487,1.8203592312739103,0.3807749419189487,1.8203592312739103,0.6309778169117366,1.0985286043057598
Q9UKI8,TLK1,Serine/threonine-protein kinase tousled-like 1,1,0.21085856013813337,3.287261281239257,0.21085856013813337,3.287261281239257,0.2401304784646154,2.8865439530704324
Q86UE8,TLK2,Serine/threonine-protein kinase tousled-like 2,1,0.3472296474412748,1.996221191559323,0.34722964744127477,1.9962211915593233,0.4300226408231608,1.611885316626828
Q9Y490,TLN1,Talin-1,1,0.2577625912794033,2.6890914508560484,0.2577625912794033,2.6890914508560484,0.2564454805671433,2.702902695056322
Q9Y4G6,TLN2,Talin-2,1,0.2189940440036501,3.165141699234488,0.2189940440036501,3.165141699234488,0.2228779771297538,3.1099850666556117
Q9H1K6,TLNRD1,Talin rod domain-containing protein 1,1,0.22570953321681,3.0709698907317677,0.22570953321681003,3.0709698907317673,0.20210951166894092,3.429562393358968
Q9BX73,TM2D2,TM2 domain-containing protein 2,0,,,,,,
Q9BRN9,TM2D3,TM2 domain-containing protein 3,1,0.2817075586908913,2.460520348765343,0.2817075586908913,2.460520348765343,0.4005245634165557,1.7305984298372599
O76062,TM7SF2,Delta(14)-sterol reductase TM7SF2,1,0.09122514992172762,7.598202701280017,0.09122514992172762,7.598202701280017,0.09335804285327569,7.424611306915637
Q9NS93,TM7SF3,Transmembrane 7 superfamily member 3,1,0.28360456305610493,2.4440621585585043,0.283604563056105,2.444062158558504,0.3438072892165995,2.016092160638458
O15321,TM9SF1,Transmembrane 9 superfamily member 1,1,0.16838643081206076,4.116407582351928,0.16838643081206076,4.116407582351928,0.17074361619726117,4.05957889376753
Q99805,TM9SF2,Transmembrane 9 superfamily member 2,1,0.18304005251024866,3.7868606955362134,0.18304005251024866,3.7868606955362134,0.18612528698074038,3.7240892508693344
Q9HD45,TM9SF3,Transmembrane 9 superfamily member 3,1,0.1382661932806515,5.013135634341225,0.1382661932806515,5.013135634341225,0.14576625986881006,4.755196306633505
Q92544,TM9SF4,Transmembrane 9 superfamily member 4,1,0.16206401939350082,4.276996110265189,0.16206401939350085,4.276996110265189,0.1719134092411763,4.031955294351317
Q96EY4,TMA16,Translation machinery-associated protein 16,1,0.0756658276865279,9.160636997609402,0.0756658276865279,9.160636997609402,0.07854119381823672,8.825269223231507
Q9Y2S6,TMA7,Translation machinery-associated protein 7,1,0.4074337809477025,1.7012511307915248,0.40743378094770244,1.701251130791525,0.37942614528260965,1.8268303046002943
P55061,TMBIM6,Bax inhibitor 1,1,0.3031139604638675,2.286754392635675,0.3031139604638675,2.286754392635675,0.9250830602645894,0.7492810217081409
O94876,TMCC1,Transmembrane and coiled-coil domains protein 1,1,0.23694296089734332,2.925375701961683,0.23694296089734332,2.925375701961683,0.24686737639617362,2.807771487179336
O75069,TMCC2,Transmembrane and coiled-coil domains protein 2,1,0.25707208300758844,2.69631448288955,0.25707208300758844,2.69631448288955,0.25215520249895895,2.7488910547574643
Q9ULS5,TMCC3,Transmembrane and coiled-coil domain protein 3,1,0.29486112996634073,2.3507580691936916,0.29486112996634073,2.3507580691936916,0.43056769642883985,1.6098448311588607
Q9UM00,TMCO1,Calcium load-activated calcium channel,1,0.13635523994825827,5.083392327445346,0.13635523994825827,5.083392327445346,0.14814930671857024,4.678706879652651
A8MYB1,TMCO5B,Transmembrane and coiled-coil domain-containing protein 5B,0,,,,,,
Q13445,TMED1,Transmembrane emp24 domain-containing protein 1,1,0.09633703504720255,7.195022975539177,0.09633703504720255,7.195022975539177,0.09577873816340052,7.236962961209843
P49755,TMED10,Transmembrane emp24 domain-containing protein 10,1,0.09907827783683573,6.9959550740419125,0.09907827783683573,6.9959550740419125,0.10004597203156719,6.928286731436212
Q15363,TMED2,Transmembrane emp24 domain-containing protein 2,1,0.10190925870692243,6.801611446839635,0.10190925870692241,6.801611446839636,0.10674153369554956,6.493697032093938
Q9Y3Q3,TMED3,Transmembrane emp24 domain-containing protein 3,1,0.24775305996278219,2.7977340851574986,0.24775305996278219,2.7977340851574986,0.2485407971226392,2.788866812147226
Q7Z7H5,TMED4,Transmembrane emp24 domain-containing protein 4,1,0.10505904160964467,6.597691830612632,0.10505904160964467,6.597691830612632,0.10478239006337116,6.61511137645112
Q9Y3A6,TMED5,Transmembrane emp24 domain-containing protein 5,1,0.08556387899545768,8.100932177195265,0.08556387899545767,8.100932177195267,0.08606592410163035,8.05367731532688
Q9Y3B3,TMED7,Transmembrane emp24 domain-containing protein 7,1,0.10646653476836691,6.510469999497829,0.10646653476836691,6.510469999497829,0.10803574791089142,6.41590579010623
Q6PL24,TMED8,Protein TMED8,1,0.18841754906548747,3.6787824913221385,0.18841754906548747,3.6787824913221385,0.18238711009174643,3.8004175854931335
Q9BVK6,TMED9,Transmembrane emp24 domain-containing protein 9,1,0.10397610643462792,6.666408315604146,0.10397610643462792,6.666408315604146,0.10441666647303531,6.6382810711443705
Q8IYR6,TMEFF1,Tomoregulin-1,1,0.1117513551415355,6.202584117947021,0.1117513551415355,6.202584117947021,0.11778501496400008,5.884850299265993
Q9UIK5,TMEFF2,Tomoregulin-2,1,0.1771727385653776,3.9122676895586315,0.1771727385653776,3.9122676895586315,0.18143623761675018,3.82033484415659
Q8NE00,TMEM104,Transmembrane protein 104,1,0.2428301518063109,2.854452692155057,0.24283015180631093,2.8544526921550566,0.25233890255740093,2.7468898910752424
Q9NUM4,TMEM106B,Transmembrane protein 106B,1,0.4752938915929321,1.4583549101312556,0.4752938915929322,1.4583549101312554,0.6505462310021379,1.0654848918149638
Q9BVC6,TMEM109,Transmembrane protein 109,1,0.07015909989503391,9.879647566701586,0.0701590998950339,9.879647566701587,0.07094774024872152,9.769827455109619
P17152,TMEM11,"Transmembrane protein 11, mitochondrial",1,0.10178031299803693,6.810228423774982,0.10178031299803693,6.810228423774982,0.10226551552138427,6.777917042964542
Q12893,TMEM115,Transmembrane protein 115,1,0.15030721851758605,4.611536208281618,0.15030721851758605,4.611536208281618,0.15472841919051616,4.47976644617869
Q9BXJ8,TMEM120A,Ion channel TACAN,1,0.1886760383806348,3.6737424980356597,0.1886760383806348,3.6737424980356597,0.1678332378918039,4.129975619053435
A0PK00,TMEM120B,Transmembrane protein 120B,1,0.13624047290872676,5.087674504949156,0.13624047290872676,5.087674504949156,0.13482973236941473,5.1409074866426225
Q9BXQ6,TMEM121B,Transmembrane protein 121B,1,0.12947430725507958,5.353550022819308,0.12947430725507958,5.353550022819308,0.13988102240906888,4.955262469650112
Q9H061,TMEM126A,Transmembrane protein 126A,1,0.10701070413131841,6.477363046871911,0.10701070413131838,6.477363046871913,0.10572915061607073,6.55587580644564
Q8IUX1,TMEM126B,"Complex I assembly factor TMEM126B, mitochondrial",1,0.1878951911736349,3.689009687956327,0.1878951911736349,3.689009687956327,0.21091800553782641,3.286334795327064
O75204,TMEM127,Transmembrane protein 127,1,0.27421268685645406,2.5277721045882777,0.27421268685645406,2.5277721045882777,0.4509972952715868,1.5369209257508694
Q5BJH2,TMEM128,Transmembrane protein 128,1,0.223908915073063,3.095665844005214,0.223908915073063,3.095665844005214,0.2797433686890354,2.4777966455764404
A0AVI4,TMEM129,E3 ubiquitin-protein ligase TM129,1,0.13263168705510742,5.226105434909744,0.13263168705510742,5.226105434909744,0.13775896236698618,5.031594087602227
Q8N3G9,TMEM130,Transmembrane protein 130,0,,,,,,
Q92545,TMEM131,Transmembrane protein 131,1,0.25316211994123133,2.7379577194283704,0.25316211994123133,2.7379577194283704,0.3637824797331586,1.905389124480052
A2VDJ0,TMEM131L,Transmembrane protein 131-like,0,,,,,,
Q24JP5,TMEM132A,Transmembrane protein 132A,1,0.24792463307837018,2.795797948567854,0.24792463307837018,2.795797948567854,0.4146367760757473,1.6716973036499752
Q6IEE7,TMEM132E,Transmembrane protein 132E,1,0.3386337296332583,2.0468935014554708,0.33863372963325833,2.0468935014554708,0.4047961601499399,1.7123363529515638
Q86UB9,TMEM135,Transmembrane protein 135,1,0.10035015544482459,6.907285569089702,0.10035015544482459,6.907285569089702,0.10080266913405975,6.876278044166798
Q96AN5,TMEM143,Transmembrane protein 143,1,0.1148644990401182,6.034477025994367,0.1148644990401182,6.034477025994367,0.11734606919441515,5.906863223612216
Q9BVK8,TMEM147,Transmembrane protein 147,1,0.3658794250673002,1.894468868897034,0.36587942506730015,1.8944688688970341,0.4736354731094707,1.463461290197196
Q9P0S9,TMEM14C,Transmembrane protein 14C,1,0.10155299596963621,6.825472492876453,0.1015529959696362,6.825472492876454,0.10454976099290311,6.629830369550022
B9EJG8,TMEM150C,Transmembrane protein 150C,1,0.1577861901609503,4.392952132584597,0.1577861901609503,4.392952132584597,0.16562962027015948,4.184922838254104
Q8IW70,TMEM151B,Transmembrane protein 151B,1,0.31198611811496535,2.2217244303944446,0.3119861181149653,2.221724430394445,0.6877646959979073,1.0078260553258382
Q9NX00,TMEM160,Transmembrane protein 160,1,0.09572370085207012,7.241123926363064,0.09572370085207012,7.241123926363064,0.09769344601328828,7.095124686927957
Q9NX61,TMEM161A,Transmembrane protein 161A,1,0.15997684454000302,4.332796927911779,0.15997684454000305,4.332796927911778,0.19342806842021384,3.583488095709636
Q8NDZ6,TMEM161B,Transmembrane protein 161B,0,,,,,,
Q5U3C3,TMEM164,Transmembrane protein 164,1,0.1046091990351742,6.626063357266303,0.10460919903517418,6.626063357266304,0.10934403775646298,6.3391401559887575
Q9HC07,TMEM165,Transmembrane protein 165,1,0.20853692266491689,3.3238582966610384,0.20853692266491689,3.3238582966610384,0.20513331749648742,3.379008290897525
Q8TBQ9,TMEM167A,Protein kish-A,1,0.10351473389079612,6.696120972413335,0.1035147338907961,6.696120972413336,0.10458993136831048,6.627284017608226
Q9NRX6,TMEM167B,Protein kish-B,1,0.2601097183250907,2.6648261549906223,0.26010971832509067,2.6648261549906227,0.3238631489245585,2.1402471471720568
Q9H0V1,TMEM168,Transmembrane protein 168,1,0.15299756155740757,4.530445933282822,0.15299756155740757,4.530445933282822,0.15837475653901623,4.37662665255107
Q96HH4,TMEM169,Transmembrane protein 169,1,0.2114587607683306,3.2779307797010198,0.2114587607683306,3.2779307797010198,0.23641580161834114,2.9318986963440388
Q86X19,TMEM17,Transmembrane protein 17,0,,,,,,
Q96HP8,TMEM176A,Transmembrane protein 176A,1,0.08682721890612578,7.983063252427204,0.08682721890612578,7.983063252427204,0.09413834514191988,7.363069528309419
Q3YBM2,TMEM176B,Transmembrane protein 176B,1,0.09726903951578675,7.12608229720874,0.09726903951578675,7.12608229720874,0.10875022737969924,6.373753851013441
Q53S58,TMEM177,Transmembrane protein 177,1,0.11618726762347792,5.965775723431173,0.11618726762347792,5.965775723431173,0.11198876872313394,6.1894347840682995
Q8NBL3,TMEM178A,Transmembrane protein 178A,1,0.40742231839402826,1.7012989943510788,0.40742231839402826,1.7012989943510788,0.5957170861936623,1.1635509483013373
H3BS89,TMEM178B,Transmembrane protein 178B,1,0.4036843042716682,1.7170525909114285,0.4036843042716682,1.7170525909114285,0.4870727098021675,1.4230876963759236
Q6ZVK1,TMEM179,Transmembrane protein 179,1,0.552917109322561,1.2536186145680959,0.5529171093225609,1.253618614568096,1.4736302215904795,0.47036710458600395
Q7Z7N9,TMEM179B,Transmembrane protein 179B,1,0.2564752098584757,2.702589388434178,0.2564752098584757,2.702589388434178,0.26667926025833977,2.59917917834508
Q96B42,TMEM18,Transmembrane protein 18,1,0.2676251138987191,2.589993033397688,0.2676251138987191,2.589993033397688,0.2739774038846443,2.529942873872141
Q9P2C4,TMEM181,Transmembrane protein 181,1,0.27758978763891384,2.4970197443343434,0.27758978763891384,2.4970197443343434,0.3775002173507033,1.8361504144936722
Q9Y519,TMEM184B,Transmembrane protein 184B,1,0.22086140399307969,3.138380758376705,0.22086140399307969,3.138380758376705,0.236170967410501,2.9349381431594437
Q9NVA4,TMEM184C,Transmembrane protein 184C,1,0.2975770553124538,2.329303177733732,0.2975770553124539,2.3293031777337316,0.3118411883155004,2.2227569882739946
Q96B77,TMEM186,Transmembrane protein 186,1,0.08207310287248216,8.445485260096664,0.08207310287248215,8.445485260096666,0.07878909235369991,8.79750178423518
Q96HH6,TMEM19,Transmembrane protein 19,1,0.128200708277345,5.406734407897455,0.12820070827734503,5.406734407897454,0.127048057166,5.455787329784072
Q8IY95,TMEM192,Transmembrane protein 192,1,0.1457042022658864,4.757221615990627,0.1457042022658864,4.757221615990627,0.15175605725820776,4.567509153065165
Q66K66,TMEM198,Transmembrane protein 198,1,0.10073197625353214,6.8811037600946525,0.10073197625353214,6.8811037600946525,0.1057200370873859,6.55644095155779
Q8N511,TMEM199,Transmembrane protein 199,1,0.4274042200287802,1.6217602636522184,0.42740422002878015,1.6217602636522184,0.6778457279997907,1.0225736505049705
Q86VY9,TMEM200A,Transmembrane protein 200A,1,0.36735728669208356,1.886847506963804,0.36735728669208356,1.886847506963804,0.6430342490091863,1.0779319789388746
A6NKL6,TMEM200C,Transmembrane protein 200C,1,0.16058968597175372,4.316262133309506,0.16058968597175372,4.316262133309506,0.18094916830077418,3.8306182176410686
Q5SNT2,TMEM201,Transmembrane protein 201,1,0.10788769958840981,6.424709982734759,0.1078876995884098,6.42470998273476,0.11358051834897459,6.102694288031509
Q6UW68,TMEM205,Transmembrane protein 205,1,0.10201711716654277,6.794420385633753,0.10201711716654276,6.794420385633754,0.1014409179448648,6.83301368523385
Q9BTX3,TMEM208,Transmembrane protein 208,0,,,,,,
Q96SK2,TMEM209,Transmembrane protein 209,1,0.07157539050634971,9.68415506581768,0.07157539050634971,9.68415506581768,0.07401810150402025,9.364563079509646
Q6NUQ4,TMEM214,Transmembrane protein 214,1,0.2038317600165134,3.40058477885777,0.2038317600165134,3.40058477885777,0.19524479048856772,3.5501443025724755
Q86XT9,TMEM219,Insulin-like growth factor-binding protein 3 receptor,1,0.20840830694422402,3.325909560531343,0.20840830694422402,3.325909560531343,0.22881162185126575,3.0293355510172084
Q9H0R3,TMEM222,Transmembrane protein 222,1,0.2105861561354781,3.2915135224464485,0.21058615613547807,3.291513522446449,0.22417190927458355,3.092034067974697
A0PJW6,TMEM223,Transmembrane protein 223,1,0.14783177002005918,4.688756553925402,0.14783177002005918,4.688756553925402,0.16039493737010446,4.32150285990971
Q96A57,TMEM230,Transmembrane protein 230,1,0.3202779075597044,2.1642054109858724,0.3202779075597045,2.164205410985872,0.3127219999834254,2.216496378881827
Q9H6L2,TMEM231,Transmembrane protein 231,1,0.04289293825595106,16.159937013962352,0.04289293825595106,16.159937013962352,0.04343737488931374,15.957391125182156
Q96Q45,TMEM237,Transmembrane protein 237,1,0.3225685313236815,2.1488369547877766,0.3225685313236815,2.1488369547877766,0.39750836655595934,1.7437297900555442
Q9H330,TMEM245,Transmembrane protein 245,1,0.1373087973491869,5.048090100135524,0.1373087973491869,5.048090100135524,0.13684350691452762,5.065254436901304
Q8TBM7,TMEM254,Transmembrane protein 254,1,0.11470467424595578,6.042885219077148,0.11470467424595578,6.042885219077148,0.11350661798846944,6.106667548057494
Q8N2U0,TMEM256,Transmembrane protein 256,1,0.025736764963826007,26.932179764402782,0.02573676496382601,26.93217976440278,0.025644059412979283,27.029541984648546
P61165,TMEM258,Transmembrane protein 258,1,0.12068744875925137,5.743324493855552,0.12068744875925137,5.743324493855552,0.12301682854003093,5.634572023894992
Q4ZIN3,TMEM259,Membralin,1,0.14272138981459573,4.856645394641883,0.14272138981459573,4.856645394641883,0.16068650204734491,4.313661519346008
Q9NX78,TMEM260,Transmembrane protein 260,1,0.09058304677041092,7.652062999346615,0.0905830467704109,7.652062999346616,0.09401153921081545,7.373001084532854
Q8WUH6,TMEM263,Transmembrane protein 263,1,0.2859411441743695,2.4240903930119893,0.28594114417436944,2.4240903930119897,0.2661912556310184,2.6039442164124007
