,gene,UniProtID,pDesc,pLength,pMass,subLoc,abundanceLevel,avgCopyN
8957,TMEM59L,Q9UK28,Transmembrane protein 59-like,342,37619,Golgi apparatus membrane,Low  ,
8958,TMEM62,Q0P6H9,Transmembrane protein 62,643,73133,Membrane,Low  ,
8959,TMEM63B,Q5T3F8,CSC1-like protein 2,832,94958,Cell membrane,Low,2310.5208863899666
8960,TMEM63C,Q9P1W3,Calcium permeable stress-gated cation channel 1,806,93317,Cell membrane,Medium,
8961,TMEM65,Q6PI78,Transmembrane protein 65,240,25498,Cell membrane; Mitochondrion inner membrane,Medium,25982.818585183795
8962,TMEM67,Q5HYA8,Meckelin,995,111745,"Cell membrane; Endoplasmic reticulum membrane; Cell projection, cilium; Cytoplasm, cytoskeleton, cilium basal body",High,
8963,TMEM68,Q96MH6,Transmembrane protein 68,324,37425,Endoplasmic reticulum membrane,High,
8964,TMEM70,Q9BUB7,"Transmembrane protein 70, mitochondrial",260,28969,Mitochondrion inner membrane,Low,3429.736111162005
8965,TMEM74B,Q9NUR3,Transmembrane protein 74B,256,27551,Membrane,Very Low,
8966,TMEM87A,Q8NBN3,Transmembrane protein 87A,555,63430,Golgi apparatus membrane,Low,1920.6427163672938
8967,TMEM87B,Q96K49,Transmembrane protein 87B,555,63536,Golgi apparatus membrane,High,
8968,TMEM9,Q9P0T7,Proton-transporting V-type ATPase complex assembly regulator TMEM9,183,20574,"Lysosome membrane; Late endosome membrane; Endosome, multivesicular body membrane",Medium,25031.494693716682
8969,TMEM94,Q12767,Transmembrane protein 94,1356,151151,Membrane,High,
8970,TMEM97,Q5BJF2,Sigma intracellular receptor 2,176,20848,Nucleus membrane; Rough endoplasmic reticulum membrane,High,58414.21531310931
8971,TMEM98,Q9Y2Y6,Transmembrane protein 98,226,24611,"Cell membrane; Secreted; Secreted, extracellular exosome; Endoplasmic reticulum membrane",Low  ,
8972,TMEM9B,Q9NQ34,Transmembrane protein 9B,198,22531,Lysosome membrane; Early endosome membrane,Low,3890.523400877497
8973,TMF1,P82094,TATA element modulatory factor,1093,122842,Cytoplasm; Nucleus; Golgi apparatus membrane,High,
8974,TMLHE,Q9NVH6,"Trimethyllysine dioxygese, mitochondrial",421,49518,Mitochondrion matrix,High,
8975,TMOD1,P28289,Tropomodulin-1,359,40569,"Cytoplasm, cytoskeleton",Medium,12455.297229698053
8976,TMOD2,Q9NZR1,Tropomodulin-2,351,39595,"Cytoplasm, cytoskeleton",High,100946.93530300164
8977,TMOD3,Q9NYL9,Tropomodulin-3,352,39595,"Cytoplasm, cytoskeleton",Medium,24016.22722152325
8978,TMPO,P42166,"Lami-associated polypeptide 2, isoform alpha",694,75492,Nucleus; Chromosome,Medium,10680.598038355447
8979,TMPO,P42167,"Lami-associated polypeptide 2, isoforms beta/gamma",454,50670,Nucleus inner membrane; Single-pass type II membrane protein,High,421747.5485874952
8980,TMPPE,Q6ZT21,Transmembrane protein with metallophosphoesterase domain,453,49453,Membrane,Very Low,388.38548134509733
8981,TMPRSS4,Q9NRS4,Transmembrane protease serine 4 (EC 3.4.21.-) (Channel-activating protease 2) (CAPH2) (Membrane-type serine protease 2) (MT-SP2) [Cleaved into: Transmembrane protease serine 4 catalytic chain],437,48246,Cell membrane.;[Transmembrane protease serine 4 catalytic chain]: Secreted,Very Low,442.269152844714
8982,TMSB10,P63313,Thymosin beta-10,44,5026,"Cytoplasm, cytoskeleton",High,7136521.584257316
8983,TMSB15A,P0CG34,Thymosin beta-15A,45,5229,"Cytoplasm, cytoskeleton",High,478818.85540719674
8984,TMSB15B,P0CG35,Thymosin beta-15B,45,5229,"Cytoplasm, cytoskeleton",High,
8985,TMSB4X,P62328,Thymosin beta-4,44,5053,"Cytoplasm, cytoskeleton",High,15518118.786137883
8986,TMSB4Y,O14604,"Thymosin beta-4, Y-chromosomal",44,5013,"Cytoplasm, cytoskeleton",Medium,14118.91048337181
8987,TMT1A,Q9H8H3,Putative methyltransferase-like protein 7A,244,28319,Lipid droplet; Endoplasmic reticulum; Membrane,Low  ,
8988,TMTC2,Q8N394,Protein O-mannosyl-transferase TMTC2,836,94130,Membrane; Endoplasmic reticulum,Low  ,
8989,TMTC3,Q6ZXV5,Protein O-mannosyl-transferase TMTC3,915,104009,Membrane; Endoplasmic reticulum,High,
8990,TMTC4,Q5T4D3,Protein O-mannosyl-transferase TMTC4,741,82991,Membrane; Endoplasmic reticulum,Low,2412.896226312235
8991,TMUB1,Q9BVT8,Transmembrane and ubiquitin-like domain-containing protein 1,246,26261,"Membrane; Postsynaptic cell membrane; Recycling endosome; Cytoplasm; Nucleus; Nucleus, nucleolus.;[iHOPS]: Cytoplasm; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Nucleus, nucleolus; Nucleus",Medium,16442.64057498155
8992,TMUB2,Q71RG4,Transmembrane and ubiquitin-like domain-containing protein 2,321,33788,Membrane,Medium,
8993,TMX1,Q9H3N1,Thioredoxin-related transmembrane protein 1,280,31791,Membrane; Endoplasmic reticulum membrane,High,270760.69984009967
8994,TMX2,Q9Y320,Thioredoxin-related transmembrane protein 2,296,34038,Endoplasmic reticulum membrane; Mitochondrion membrane,Medium,9850.69541490858
8995,TMX3,Q96JJ7,Protein disulfide-isomerase TMX3,454,51872,Endoplasmic reticulum membrane,Medium,18382.902329309898
8996,TMX4,Q9H1E5,Thioredoxin-related transmembrane protein 4,349,38952,Nucleus inner membrane,Medium,35027.37385901064
8997,TNC,P24821,Tescin,2201,240853,"Secreted, extracellular space, extracellular matrix",Low  ,1332.5491542549667
8998,TNFAIP8,O95379,Tumor necrosis factor alpha-induced protein 8,198,23003,Cytoplasm,Low  ,
8999,TNFAIP8L1,Q8WVP5,Tumor necrosis factor alpha-induced protein 8-like protein 1,186,20827,Cytoplasm,Very Low,
9000,TNFRSF10B,O14763,Tumor necrosis factor receptor superfamily member 10B,440,47878,Membrane; Single-pass type I membrane protein,Medium,7243.742254682442
9001,TNFRSF18,Q9Y5U5,Tumor necrosis factor receptor superfamily member 18 (Activation-inducible TNFR family receptor) (Glucocorticoid-induced TNFR-related protein) (CD antigen CD357),241,26000,[Isoform 1]: Cell membrane; Single-pass type I membrane protein.;[Isoform 2]: Secreted,Medium,
9002,TNFRSF21,O75509,Tumor necrosis factor receptor superfamily member 21,655,71845,Cell membrane,High,
9003,TNIK,Q9UKE5,TRAF2 and NCK-interacting protein kise,1360,154943,"Nucleus; Cytoplasm; Recycling endosome; Cytoplasm, cytoskeleton",Low,2987.4018475992916
9004,TNIP1,Q15025,TNFAIP3-interacting protein 1,636,71864,Cytoplasm; Nucleus,Medium,
9005,TNK2,Q07912,Activated CDC42 kise 1,1038,114569,"Cell membrane; Nucleus; Endosome; Cell junction, adherens junction; Cytoplasmic vesicle membrane; Peripheral membrane protein; Cytoplasmic side; Cytoplasmic vesicle, clathrin-coated vesicle; Membrane, clathrin-coated pit; Cytoplasm, perinuclear region; Cytoplasm, cytosol",Low  ,
9006,TNKS,O95271,Poly [ADP-ribose] polymerase tankyrase-1,1327,142039,"Cytoplasm; Golgi apparatus membrane; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Nucleus, nuclear pore complex; Chromosome, telomere; Cytoplasm, cytoskeleton, spindle pole",Medium,
9007,TNKS1BP1,Q9C0C2,182 kDa tankyrase-1-binding protein,1729,181796,"Nucleus; Cytoplasm, cytoskeleton; Chromosome",High,43978.730548806736
9008,TNN,Q9UQP3,Tenascin-N (TN-N) (Tenascin-W) (TN-W),1299,144034,"Secreted, extracellular space, extracellular matrix",Very Low,
9009,TNNC1,P63316,"Troponin C, slow skeletal and cardiac muscles",161,18403,,Low  ,
9010,TNNC2,P02585,"Troponin C, skeletal muscle",160,18122,,Low  ,
9011,TNNI1,P19237,"Troponin I, slow skeletal muscle",187,21692,,Low  ,
9012,TNNT2,P45379,"Troponin T, cardiac muscle",298,35924,,Very Low,
9013,TNNT3,P45378,"Troponin T, fast skeletal muscle",269,31825,,Very Low,
9014,TNPO1,Q92973,Transportin-1,898,102355,Cytoplasm; Nucleus,High,103821.12580871899
9015,TNPO2,O14787,Transportin-2,897,101388,Cytoplasm; Nucleus,Medium,11306.104814147608
9016,TNPO3,Q9Y5L0,Transportin-3,923,104203,Nucleus envelope; Cytoplasm,Low,8327.458417653237
9017,TNR,Q92752,Tescin-R,1358,149562,"Secreted, extracellular space, extracellular matrix",Low  ,
9018,TNRC18,O15417,Trinucleotide repeat-containing gene 18 protein,2968,314519,,Low  ,729.2933127181797
9019,TNRC6A,Q8NDV7,Trinucleotide repeat-containing gene 6A protein,1962,210297,"Cytoplasm, P-body",Medium,
9020,TNRC6B,Q9UPQ9,Trinucleotide repeat-containing gene 6B protein,1833,194002,"Cytoplasm, P-body",Very Low,149.71738480969046
9021,TNRC6C,Q9HCJ0,Trinucleotide repeat-containing gene 6C protein,1690,175964,,Very Low,173.0139375318663
9022,TNS1,Q9HBL0,Tensin-1,1839,197023,"Cell surface; Cell junction, focal adhesion; Cytoplasm, cytoskeleton",Medium,
9023,TNS3,Q68CZ2,Tensin-3,1445,155266,"Cell junction, focal adhesion; Cell projection, podosome",Low  ,
9024,TOE1,Q96GM8,Target of EGR1 protein 1,510,56548,"Nucleus, nucleolus; Nucleus speckle",Low,2249.074226450758
9025,TOGARAM1,Q9Y4F4,TOG array regulator of axonemal microtubules protein 1,1720,189360,"Cell projection, cilium; Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, cilium axoneme",Low  ,
9026,TOGARAM2,Q6ZUX3,TOG array regulator of axonemal microtubules protein 2,1019,111153,,Very Low,
9027,TOLLIP,Q9H0E2,Toll-interacting protein,274,30282,Cytoplasm; Endosome; Early endosome,High,91674.785154106
9028,TOM1,O60784,Target of Myb1 membrane trafficking protein,492,53818,Cytoplasm; Endosome membrane; Early endosome membrane,Medium,33445.114583931165
9029,TOM1L1,O75674,TOM1-like protein 1,476,52989,"Golgi apparatus, Golgi stack; Endosome membrane; Cytoplasm; Membrane",Very Low,761.6420124874257
9030,TOM1L2,Q6ZVM7,TOM1-like protein 2,507,55556,,Medium,30818.049205046314
9031,TOMM20,Q15388,Mitochondrial import receptor subunit TOM20 homolog,145,16298,Mitochondrion outer membrane,High,72881.19112545326
9032,TOMM22,Q9NS69,Mitochondrial import receptor subunit TOM22 homolog,142,15522,Mitochondrion outer membrane,High,56441.928156960654
9033,TOMM34,Q15785,Mitochondrial import receptor subunit TOM34,309,34559,Cytoplasm; Mitochondrion outer membrane,Medium,18519.224504314418
9034,TOMM40,O96008,Mitochondrial import receptor subunit TOM40 homolog,361,37893,Mitochondrion outer membrane,High,42329.34340776908
9035,TOMM40L,Q969M1,Mitochondrial import receptor subunit TOM40B,308,33917,Mitochondrion outer membrane,High,
9036,TOMM5,Q8N4H5,Mitochondrial import receptor subunit TOM5 homolog,51,6035,Mitochondrion outer membrane,High,102876.620013076
9037,TOMM6,Q96B49,Mitochondrial import receptor subunit TOM6 homolog,74,8002,Mitochondrion outer membrane,High,135780.16597354633
9038,TOMM7,Q9P0U1,Mitochondrial import receptor subunit TOM7 homolog (Translocase of outer membrane 7 kDa subunit homolog),55,6248,Mitochondrion outer membrane,Medium,
9039,TOMM70,O94826,Mitochondrial import receptor subunit TOM70,608,67455,Mitochondrion outer membrane,High,113022.78237779936
9040,TONSL,Q96HA7,Tonsoku-like protein,1378,150929,Nucleus; Chromosome; Cytoplasm,Very Low,534.9352662050977
9041,TOP1,P11387,D topoisomerase 1,765,90726,"Nucleus, nucleolus; Nucleus, nucleoplasm",High,94915.9540884227
9042,TOP1MT,Q969P6,"DNA topoisomerase I, mitochondrial (TOP1mt) (EC 5.6.2.1)",601,69872,Mitochondrion,Very Low,542.3190931430407
9043,TOP2A,P11388,D topoisomerase 2-alpha,1531,174385,"Cytoplasm; Nucleus, nucleoplasm; Nucleus; Nucleus, nucleolus",Low,6663.226839041108
9044,TOP2B,Q02880,D topoisomerase 2-beta,1626,183267,"Nucleus, nucleolus; Nucleus, nucleoplasm; Nucleus",High,154870.92808984284
9045,TOP3A,Q13472,D topoisomerase 3-alpha,1001,112372,Mitochondrion matrix,High,
9046,TOP3B,O95985,D topoisomerase 3-beta-1,862,96662,,High,
9047,TOPBP1,Q92547,D topoisomerase 2-binding protein 1,1522,170679,"Nucleus; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, spindle pole; Chromosome",Medium,
9048,TOPORS,Q9NS56,E3 ubiquitin-protein ligase Topors,1045,119198,"Nucleus; Nucleus, PML body",Very Low,
9049,TOR1A,O14656,Torsin-1A,332,37809,"Endoplasmic reticulum lumen; Nucleus membrane; Cell projection, growth cone; Cytoplasmic vesicle membrane; Cytoplasmic vesicle, secretory vesicle",Low,4898.84844119002
9050,TOR1AIP1,Q5JTV8,Torsin-1A-interacting protein 1,583,66248,Nucleus inner membrane.;[Isoform 4]: Nucleus envelope; Nucleus,Medium,21532.136621431848
9051,TOR1AIP2,Q8NFQ8,Torsin-1A-interacting protein 2,470,51263,Endoplasmic reticulum membrane; Single-pass membrane protein; Nucleus membrane,Low,2695.9940786564935
9052,TOR1AIP2,Q9H496,"Torsin-1A-interacting protein 2, isoform IFRG15",131,15348,,Low,3641.684968595493
9053,TOR1B,O14657,Torsin-1B,336,37979,Endoplasmic reticulum lumen; Nucleus membrane,Medium,
9054,TOR2A,Q5JU69,Torsin-2A,321,35714,Endoplasmic reticulum lumen,Low,2722.1441359791042
9055,TOR3A,Q9H497,Torsin-3A,397,46199,Cytoplasm; Endoplasmic reticulum lumen,High,
9056,TOX4,O94842,TOX high mobility group box family member 4,621,66195,Nucleus,Low,4474.6907826088955
9057,TP53,P04637,Cellular tumor antigen p53,393,43653,"Cytoplasm; Nucleus; Nucleus, PML body; Endoplasmic reticulum; Mitochondrion matrix; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome.;[Isoform 1]: Nucleus",Low  ,
9058,TP53BP1,Q12888,TP53-binding protein 1,1972,213574,"Nucleus; Chromosome; Chromosome, centromere, kinetochore",High,116302.5093984922
9059,TP53BP2,Q13625,Apoptosis-stimulating of p53 protein 2,1128,125616,"Cytoplasm, perinuclear region; Nucleus",Very Low,398.9611668246773
9060,TP53I11,O14683,Tumor protein p53-inducible protein 11,189,21054,Membrane,High,56148.96783675389
9061,TP53I3,Q53FA7,Quinone oxidoreductase PIG3,332,35536,,High,53911.21765718233
9062,TP53RK,Q96S44,EKC/KEOPS complex subunit TP53RK,253,28160,Cytoplasm; Nucleus,Low,1744.358097869725
9063,TPBG,Q13641,Trophoblast glycoprotein,420,46032,Cell membrane,Low,1295.984255586735
9064,TPBGL,P0DKB5,Trophoblast glycoprotein-like,382,40400,Membrane,Medium,10138.048776661333
9065,TPD52,P55327,Tumor protein D52,224,24327,,High,56117.86238696995
9066,TPD52L1,Q16890,Tumor protein D53,204,22449,,Low  ,
9067,TPD52L2,O43399,Tumor protein D54,206,22238,,High,112341.1467905065
9068,TPGS1,Q6ZTW0,Tubulin polyglutamylase complex subunit 1,290,31275,"Cytoplasm, cytoskeleton, cilium axoneme; Cytoplasm, cytoskeleton, flagellum axoneme; Cytoplasm, cytoskeleton, cilium basal body; Cytoplasm, cytoskeleton, flagellum basal body; Cell projection, axon; Cell projection, dendrite; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite",Low,2046.15944363425
9069,TPGS2,Q68CL5,Tubulin polyglutamylase complex subunit 2,300,33318,"Cytoplasm, cytoskeleton; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome, centriolar satellite",Medium,
9070,TPH1,P17752,Tryptophan 5-hydroxylase 1,444,50985,,Medium,
9071,TPI1,P60174,Triosephosphate isomerase,249,26669,Cytoplasm,High,2921417.1689511416
9072,TPK1,Q9H3S4,Thiamin pyrophosphokise 1,243,27265,,Low,1096.8651291319034
9073,TPM1,P09493,Tropomyosin alpha-1 chain,284,32709,"Cytoplasm, cytoskeleton",High,92665.942855005
9074,TPM2,P07951,Tropomyosin beta chain (Beta-tropomyosin) (Tropomyosin-2),284,32851,"Cytoplasm, cytoskeleton",High,
9075,TPM3,P06753,Tropomyosin alpha-3 chain,285,32950,"Cytoplasm, cytoskeleton",High,207247.56113837502
9076,TPM4,P67936,Tropomyosin alpha-4 chain,248,28522,"Cytoplasm, cytoskeleton",High,941129.5038399369
9077,TPMT,P51580,Thiopurine S-methyltransferase,245,28180,Cytoplasm,Low  ,1212.7662929597384
9078,TPP1,O14773,Tripeptidyl-peptidase 1,563,61248,Lysosome; Melanosome,Medium,9896.63051300686
9079,TPP2,P29144,Tripeptidyl-peptidase 2,1249,138350,Cytoplasm; Nucleus,Medium,44053.27991582174
9080,TPPP,O94811,Tubulin polymerization-promoting protein,219,23694,"Golgi outpost; Cytoplasm, cytoskeleton, microtubule organizing center; Cytoplasm, cytoskeleton; Nucleus; Cytoplasm, cytoskeleton, spindle",High,63558.371942472964
9081,TPPP3,Q9BW30,Tubulin polymerization-promoting protein family member 3,176,18985,"Cytoplasm; Cytoplasm, cytoskeleton",High,296640.0866540995
9082,TPR,P12270,Nucleoprotein TPR,2363,267293,"Nucleus; Nucleus membrane; Nucleus envelope; Nucleus, nuclear pore complex; Cytoplasm; Cytoplasm, cytoskeleton, spindle; Chromosome, centromere, kinetochore; Nucleus membrane",Medium,33829.70103972598
9083,TPRG1L,Q5T0D9,Tumor protein p63-regulated gene 1-like protein,272,30212,"Cytoplasmic vesicle, secretory vesicle, synaptic vesicle membrane; Presynaptic active zone",Very Low,623.061051166988
9084,TPRKB,Q9Y3C4,EKC/KEOPS complex subunit TPRKB,175,19661,"Cytoplasm, cytosol; Nucleus",High,
9085,TPST1,O60507,Protein-tyrosine sulfotransferase 1,370,42188,Golgi apparatus membrane,Medium,
9086,TPST2,O60704,Protein-tyrosine sulfotransferase 2,377,41912,Golgi apparatus membrane,Medium,
9087,TPT1,P13693,Translatiolly-controlled tumor protein,172,19595,Cytoplasm,High,111271.46813170527
9088,TPT1P8,Q9HAU6,Putative translationally-controlled tumor protein-like protein TPT1P8 (Putative apoptosis inhibitor FKSG2),139,15994,,High,
9089,TPX2,Q9ULW0,Targeting protein for Xklp2,747,85653,"Nucleus; Cytoplasm, cytoskeleton, spindle; Cytoplasm, cytoskeleton, spindle pole",Medium,
9090,TRA2A,Q13595,Transformer-2 protein homolog alpha,282,32689,Nucleus,High,95208.80525035631
9091,TRA2B,P62995,Transformer-2 protein homolog beta,288,33666,Nucleus,High,234750.30405693
9092,TRABD,Q9H4I3,TraB domain-containing protein,376,42321,,Medium,
9093,TRAF2,Q12933,TNF receptor-associated factor 2,501,55859,Cytoplasm,Low,1301.2498444762587
9094,TRAF3,Q13114,TNF receptor-associated factor 3,568,64490,Cytoplasm; Endosome; Mitochondrion,Very Low,497.01349400103237
9095,TRAF3IP1,Q8TDR0,TRAF3-interacting protein 1,691,78632,"Cytoplasm, cytoskeleton; Cell projection, cilium; Cytoplasm, cytoskeleton, cilium axoneme; Cytoplasm, cytoskeleton, cilium basal body",Low  ,
9096,TRAF4,Q9BUZ4,TNF receptor-associated factor 4,470,53543,"Cytoplasm; Nucleus; Cytoplasm, perinuclear region; Cell junction, tight junction; Cell membrane; Peripheral membrane protein; Cytoplasmic side; Cytoplasm, cytoskeleton",Medium,
9097,TRAF6,Q9Y4K3,TNF receptor-associated factor 6,522,59573,"Cytoplasm; Cytoplasm, cell cortex; Nucleus; Lipid droplet",Low,2684.176270742382
9098,TRAF7,Q6Q0C0,E3 ubiquitin-protein ligase TRAF7,670,74609,Cytoplasmic vesicle,Medium,
9099,TRAFD1,O14545,TRAF-type zinc finger domain-containing protein 1,582,64841,,Medium,9139.520950318172
9100,TRAK1,Q9UPV9,Trafficking kinesin-binding protein 1,953,106040,"Cytoplasm; Nucleus; Mitochondrion; Early endosome; Endosome; Mitochondrion membrane; Cytoplasm, cell cortex",High,
9101,TRAK2,O60296,Trafficking kinesin-binding protein 2,914,101419,Cytoplasm; Early endosome; Mitochondrion,Low  ,
9102,TRAM1,Q15629,Translocating chain-associated membrane protein 1,374,43072,Endoplasmic reticulum membrane,Low,1506.5020630767758
9103,TRAM1L1,Q8N609,Translocating chain-associated membrane protein 1-like 1,369,42162,Endoplasmic reticulum membrane,Medium,
9104,TRAP1,Q12931,"Heat shock protein 75 kDa, mitochondrial",704,80110,Mitochondrion; Mitochondrion inner membrane; Mitochondrion matrix,High,148807.21815948584
9105,TRAPPC1,Q9Y5R8,Trafficking protein particle complex subunit 1,145,16832,"Golgi apparatus, cis-Golgi network; Endoplasmic reticulum",Medium,24748.45584619823
9106,TRAPPC10,P48553,Trafficking protein particle complex subunit 10,1259,142189,"Golgi apparatus, cis-Golgi network",Very Low,153.49262854003194
